patient_id,cell_line_name,stripped_cell_line_name,CCLE_Name,alias,COSMICID,gender,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity,RRID,WTSI_Master_Cell_ID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,age,Sanger_Model_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype
ACH-001613,OCI-AML4,OCIAML4,OCIAML4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,DSMZ,0.0,-2.9737680466675296,Suspension,alpha-MEM + 20% FBS + 20% vol conditioned medium of cell line 5637 (DSM ACC 35) (or 10-20 ng/ml GM-CSF),23.0,,,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,Acute Myelogenous Leukemia (AML),35,,,blood,AML,,
ACH-001614,OCI-AML6,OCIAML6,OCIAML6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,DSMZ,,,,,,,,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,Acute Myelogenous Leukemia (AML),68,,,blood,AML,,
ACH-001615,OCI-LY1,OCILY1,OCILY1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,,,,,,,,bone_marrow,Primary,Lymphoma,"B-cell, Non-Hodgkins",44,,,lymphocyte,non_hodgkin_lymphoma,b_cell,
ACH-001616,OCI-LY18,OCILY18,OCILY18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,2.0,-5.381039685917536,Suspension,RPMI 1640 + 10% FBS,85.0,,,pleural_effusion,Primary,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),56,,,lymphocyte,non_hodgkin_lymphoma,DLBCL,
ACH-001617,OCI-LY7,OCILY7,OCILY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1659819.0,Male,DSMZ,,,,,,CVCL_1881,1606.0,haematopoietic_and_lymphoid_tissue,Primary,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),48,SIDM00459,,lymphocyte,non_hodgkin_lymphoma,DLBCL,
ACH-001618,OCI-M2,OCIM2,OCIM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Unknown,DSMZ,2.0,-3.179633308509778,Suspension,IMDM + 20% FBS,84.8,CVCL_2150,,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,Acute Myelogenous Leukemia (AML),56,,,blood,AML,,
ACH-001619,OCUG-1,OCUG1,OCUG1_BILIARY_TRACT,,,Male,JCRB,2.0,-2.386810827312797,Adherent,"DMEM + 10% FBS + 0.5mM pyruvate, 2mM glutamine",79.1,,,ascites,Metastasis,Gallbladder Cancer,Adenocarcinoma,43,,,bile_duct,gallbladder_adenocarcinoma,,
ACH-001620,Onda 10,ONDA10,ONDA10_CENTRAL_NERVOUS_SYSTEM,No.10,,Male,JCRB,,,,,,,,central_nervous_system,Primary,Brain Cancer,Glioblastoma,62,,,central_nervous_system,glioma,glioblastoma,
ACH-001621,Onda 11,ONDA11,ONDA11_CENTRAL_NERVOUS_SYSTEM,No.11,,Female,JCRB,,,,,,,,central_nervous_system,Primary,Brain Cancer,Glioblastoma,64,,,central_nervous_system,glioma,glioblastoma,
ACH-001622,Onda 7,ONDA7,ONDA7_CENTRAL_NERVOUS_SYSTEM,,,Male,JCRB,1.0,-4.687948543881827,Adherent,DMEM + 10% FBS,66.0,,,central_nervous_system,Primary,Brain Cancer,Glioblastoma,51,,,central_nervous_system,glioma,glioblastoma,
ACH-001623,Onda 8,ONDA8,ONDA8_CENTRAL_NERVOUS_SYSTEM,,,Female,JCRB,2.0,-3.625424782764168,Adherent,DMEM + 10% FBS,83.7,,,central_nervous_system,Primary,Brain Cancer,Glioblastoma,31,,,central_nervous_system,glioma,glioblastoma,
ACH-001624,Onda 9,ONDA9,ONDA9_CENTRAL_NERVOUS_SYSTEM,,,Male,JCRB,2.0,-2.1983673802299823,Adherent,DMEM + 10% FBS,77.0,CVCL_1R14,,central_nervous_system,Primary,Brain Cancer,Glioblastoma,58,,,central_nervous_system,glioma,glioblastoma,
ACH-001625,OSC-19,OSC19,OSC19_UPPER_AERODIGESTIVE_TRACT,,1298362.0,Male,JCRB,,,,,,CVCL_3086,1253.0,lymph_node,Metastasis,Head and Neck Cancer,Squamous Cell Carcinoma,61,SIDM00566,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-001626,OSC-20,OSC20,OSC20_UPPER_AERODIGESTIVE_TRACT,,1240196.0,Female,JCRB,,,,,,CVCL_3087,1254.0,lymph_node,Metastasis,Head and Neck Cancer,Squamous Cell Carcinoma,59,SIDM00565,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-001627,P4E6,P4E6,P4E6_PROSTATE,,,Male,Sigma-Aldrich,2.0,-5.839695667360845,Adherent,Stemline Keratinocyte Medium II (Sigma S0196) + Stemline Keratinocyte Growth Supplement (Sigma S9945) + 2% FBS + 2 mM Glutamine. Addition of 2% serum was found to increase cell viability.,90.0,,,prostate,Primary,Prostate Cancer,Adenocarcinoma,,,,prostate,prostate_adenocarcinoma,,
ACH-001628,PEA1,PEA1,PEA1_OVARY,,,Female,Sigma-Aldrich,2.0,-2.469182562954209,Adherent,RPMI 1640 + 10% FBS + 2mM Glutamine + 2mM Sodium Pyruvate,79.2,CVCL_2682,,pleural_effusion,Metastasis,Ovarian Cancer,Cystadenocarcinoma,,,,ovary,ovary_adenocarcinoma,,
ACH-001629,PEA2,PEA2,PEA2_OVARY,,,Female,Sigma-Aldrich,,,,,,,,ascites,Primary,Ovarian Cancer,Adenocarcinoma,,,,ovary,ovary_adenocarcinoma,,
ACH-001630,PEO1,PEO1,PEO1_OVARY,,1480372.0,Female,Sigma-Aldrich,2.0,-5.774560793464475,Adherent,RPMI 1640 + 10% FBS + 2mM Glutamine + 2mM Sodium Pyruvate,87.2,CVCL_2686,177.0,ascites,Metastasis,Ovarian Cancer,Cystadenocarcinoma,,SIDM00472,,ovary,ovary_adenocarcinoma,,
ACH-001631,PEO16,PEO16,PEO16_OVARY,,,Female,Sigma-Aldrich,,,,,,,,ascites,Primary,Ovarian Cancer,Cystadenocarcinoma,,,,ovary,ovary_adenocarcinoma,,
ACH-001632,PEO4,PEO4,PEO4_OVARY,,,Female,Sigma-Aldrich,,,,,,CVCL_2690,,ascites,Metastasis,Ovarian Cancer,Cystadenocarcinoma,,SIDM00471,,ovary,ovary_adenocarcinoma,,
ACH-001633,PEO6,PEO6,PEO6_OVARY,,,Female,Sigma-Aldrich,,,,,,,,ascites,Primary,Ovarian Cancer,Cystadenocarcinoma,,SIDM00470,,ovary,ovary_adenocarcinoma,,
ACH-001634,PGA-1,PGA1,PGA1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,2.0,-4.433837218244125,Suspension,RPMI 1640 + 10% FBS,92.7,CVCL_Y545,,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Chronic Lymphoblastic Leukemia (CLL), B-cell",,,,blood,CLL,b_cell,
ACH-001635,PNT1A,PNT1A,PNT1A_PROSTATE,,,Unknown,,,,,,,,,prostate,Primary,Prostate Cancer,Adenocarcinoma,,,,prostate,prostate_adenocarcinoma,,
ACH-001636,Ramos,RAMOS,RAMOS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,RA 1,,Male,ATCC,0.0,-0.8231934100661522,Suspension,RPMI 1640 + 10% FBS,56.0,,,ascites,Primary,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",3,SIDM01094,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,
ACH-001637,RB247C,RB247C,RB247C_AUTONOMIC_GANGLIA,,,Male,Sigma-Aldrich,,,,,,,,autonomic_ganglia,Primary,Eye Cancer,Retinoblastoma,,,,eye,retinoblastoma,,
ACH-001638,RC-K8,RCK8,RCK8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330995.0,Male,DSMZ,0.0,-0.3434870206657315,Suspension,RPMI 1640 + 15% FBS,75.8,CVCL_1883,283.0,ascites,Primary,Lymphoma,B-cell,,SIDM00448,,lymphocyte,lymphoma_unspecified,b_cell,
ACH-001639,ROS-50,ROS50,ROS50_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331025.0,Male,DSMZ,,,,,,CVCL_1887,1764.0,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",69,SIDM00415,,blood,ALL,b_cell,
ACH-001640,RS-2,RS2,RS2_CENTRAL_NERVOUS_SYSTEM,,,Female,JCRB,,,,,,,,central_nervous_system,Metastasis,Brain Cancer,Primitive Neuroectodermal Tumor (PNET),2,,,peripheral_nervous_system,PNET,,
ACH-001641,SAT,SAT,SAT_UPPER_AERODIGESTIVE_TRACT,,1299050.0,Unknown,JCRB,2.0,-4.186663643438561,Adherent,RPMI 1640 + 10% FBS or DMEM + 10% FBS,91.0,CVCL_3160,562.0,upper_aerodigestive_tract,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,,SIDM00350,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-001642,SCC-3,SCC3,SCC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910930.0,Female,JCRB,0.0,-2.131550113868093,Suspension,RPMI 1640 + 10% FBS,94.0,CVCL_1683,1475.0,pleural_effusion,Primary,Lymphoma,"B-cell, Non-Hodgkins",20,SIDM00384,,lymphocyte,non_hodgkin_lymphoma,b_cell,
ACH-001643,SCCH-196,SCCH196,SCCH196_SOFT_TISSUE,,,Female,JCRB,,,,,,,,soft_tissue,Primary,Sarcoma,Round Cell Sarcoma,,SIDM00031,,soft_tissue,round_cell_sarcoma,,
ACH-001644,SCCH-26,SCCH26,SCCH26_AUTONOMIC_GANGLIA,,,Unknown,JCRB,,,,,,,,autonomic_ganglia,Primary,Neuroblastoma,,,,,peripheral_nervous_system,neuroblastoma,,
ACH-001645,SEKI,SEKI,SEKI_SKIN,,,Female,JCRB,2.0,-3.0418603657800096,Suspension,RPMI 1640 + 20% FBS,72.5,CVCL_3162,,skin,Primary,Skin Cancer,Melanoma,28,,,skin,melanoma,,
ACH-001646,SerBob,SERBOB,SERBOB_PROSTATE,,,Unknown,,,,,,,,,prostate,Primary,Prostate Cancer,Adenocarcinoma,,,,prostate,prostate_adenocarcinoma,,
ACH-001647,SHI-1,SHI1,SHI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,2.0,-3.61677357246231,Suspension,IMDM + 20% FBS,64.1,CVCL_2191,,bone_marrow,Metastasis,Leukemia,Acute Myelogenous Leukemia (AML),37,,,blood,AML,,
ACH-001648,Shmac 4,SHMAC4,SHMAC4_PROSTATE,,,Unknown,Sigma-Aldrich,2.0,-5.894994970971687,Adherent,Stemline Keratinocyte Medium II (Sigma S0196) + Stemline Keratinocyte Growth Supplement (Sigma S9945) +2% FBS + 2 mM Glutamine. Addition of 2% serum was found to increase cell viability.,82.0,,,prostate,Primary,Prostate Cancer,Adenocarcinoma,,,,prostate,prostate_adenocarcinoma,,
ACH-001649,Shmac 5,SHMAC5,SHMAC5_PROSTATE,,,Unknown,Sigma-Aldrich,2.0,-2.7840765698895424,Adherent,Stemline Keratinocyte Medium II (Sigma S0196) + Stemline Keratinocyte Growth Supplement (Sigma S9945) +2% FBS + 2 mM Glutamine. Addition of 2% serum was found to increase cell viability.,91.0,,,prostate,Primary,Prostate Cancer,Adenocarcinoma,,,,prostate,prostate_adenocarcinoma,,
ACH-001650,SISO,SISO,SISO_CERVIX,,1240212.0,Female,DSMZ,3.0,-4.464883150658384,Adherent,RPMI 1640 + 10% FBS,90.6,CVCL_2193,1498.0,cervix,Primary,Cervical Cancer,Cervical Adenocarcinoma,67,SIDM00394,,cervix,cervical_adenocarcinoma,,
ACH-001651,SKG-I,SKGI,SKGI_ENDOMETRIUM,,,Female,JCRB,2.0,-2.872303935182349,Adherent,Ham's F12 + 10% FBS,93.9,CVCL_2793,,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Squamous Cell Carcinoma,,,,uterus,endometrial_squamous,,
ACH-001652,SKG-II,SKGII,SKGII_ENDOMETRIUM,,,Female,JCRB,2.0,-4.652397406850175,Adherent,Ham's F12 + 10% FBS,91.7,,,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Squamous Cell Carcinoma,,,,uterus,endometrial_squamous,,
ACH-001653,SK-GT-2,SKGT2,SKGT2_STOMACH,,1503364.0,Male,Sigma-Aldrich,2.0,-4.753841965953682,Adherent,RPMI 1640 + 10% FBS + 2mM Glutamine,91.2,CVCL_2194,1868.0,stomach,Primary,Gastric Cancer,Adenocarcinoma,72,SIDM00393,,gastric,gastric_adenocarcinoma,,
ACH-001654,SK-GT-4,SKGT4,SKGT4_OESOPHAGUS,,1503365.0,Male,Sigma-Aldrich,2.0,-4.126468453082041,Adherent,RPMI 1640 + 10% FBS + 2mM Glutamine,88.4,CVCL_2195,2164.0,oesophagus,Primary,Esophageal Cancer,Adenocarcinoma,,SIDM00483,,esophagus,esophagus_adenocarcinoma,,
ACH-001655,SKN,SKN,SKN_ENDOMETRIUM,,1240215.0,Female,JCRB,2.0,-2.5788466147386884,Adherent,Ham's F12 + 10% FBS,54.0,CVCL_3167,791.0,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Squamous Cell Carcinoma,52,SIDM00377,,uterus,endometrial_squamous,,
ACH-001656,SKNO-1,SKNO1,SKNO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,Academic lab,2.0,-3.438294480255918,Suspension,RPMI 1640 + 10% FBS + 10 ng/ml GM-CSF,75.0,CVCL_2196,,bone_marrow,Metastasis,Leukemia,Acute Myelogenous Leukemia (AML),,,,blood,AML,,
ACH-001657,SNG-II,SNGII,SNGII_ENDOMETRIUM,,,Female,JCRB,,,,,,,,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,43,,,uterus,endometrial_adenocarcinoma,,
ACH-001658,SNU-1528,SNU1528,SNU1528_BREAST,,,Female,,,,,,,,,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,46,,,breast,breast_ductal_carcinoma,,
ACH-001659,SNU-1553,SNU1553,SNU1553_BREAST,,,Female,KCLB,,,,,,,,pleural_effusion,Primary,Breast Cancer,Breast Ductal Carcinoma,43,,,breast,breast_ductal_carcinoma,,
ACH-001660,SNU-1581,SNU1581,SNU1581_BREAST,,,Female,KCLB,,,,,,,,pericardial_effusion,Primary,Engineered,,50,,,engineered_breast,,,
ACH-001661,SNU-1958,SNU1958,SNU1958_BREAST,SNU1958,,Female,KCLB,,,,,,,,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,55,,,breast,breast_ductal_carcinoma,,
ACH-001662,SNU-2372,SNU2372,SNU2372_BREAST,SNU2372,,Female,KCLB,,,,,,,,pleural_effusion,Primary,Breast Cancer,Breast Ductal Carcinoma,55,,,breast,breast_ductal_carcinoma,,
ACH-001663,SNU-334,SNU334,SNU334_BREAST,,,Female,KCLB,,,,,,,,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,40,,,breast,breast_ductal_carcinoma,,
ACH-001664,SNU-638,SNU638,SNU638_STOMACH,,,Male,KCLB,2.0,-5.424880335317197,Adherent,"RPMI 1640 + 10% FBS with L-glutamine (300mg/L), 25mM HEPES and 25mM NaHCO3; Penicillin-streptomycin were added to culture media (final concentration, 100 U/mL)",96.1,CVCL_0102,,ascites,Metastasis,Gastric Cancer,Adenocarcinoma,48,,,gastric,gastric_adenocarcinoma,,
ACH-001665,SR,SR,[MERGED_TO_ACH-000338]SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,905965.0,Male,ATCC,,,,,,CVCL_1711,794.0,pleural_effusion,Primary,Lymphoma,"T-cell, Non-Hodgkins, Anaplastic Large Cell (ALCL)",11,,,lymphocyte,non_hodgkin_lymphoma,t_cell_ALCL,
ACH-001666,STC 1,STC1,STC1_LUNG,,,Male,JCRB,,,,,,,,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),,,,lung,SCLC,,
ACH-001667,SU-CCS-1,SUCCS1,SUCCS1_SOFT_TISSUE,,,Female,ATCC,,,,,,,,pleural_effusion,Primary,Sarcoma,Clear Cell Sarcoma,16,,,soft_tissue,clear_cell_sarcoma,,
ACH-001668,SUSA,SUSA,SUSA_TESTIS,,,Male,DSMZ,1.0,-1.7325724906035869,Adherent,RPMI 1640 + 20% FBS,91.5,CVCL_L280,,Embryonal,Primary,Teratoma,Testicular,30,,,embryo,teratoma,testicular,
ACH-001669,TANOUE,TANOUE,TANOUE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,2.0,-4.447316583904525,Suspension,RPMI 1640 + 10% FBS,85.0,,,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",11,SIDM00288,,blood,ALL,b_cell,
ACH-001670,TASK1,TASK1,TASK1_CENTRAL_NERVOUS_SYSTEM,,,Female,JCRB,2.0,-3.755774027030411,Adherent,DMEM + 10% FBS,67.0,CVCL_3177,,central_nervous_system,Primary,Brain Cancer,Primitive Neuroectodermal Tumor (PNET),21,SIDM00026,,peripheral_nervous_system,PNET,,
ACH-001671,Tera-1,TERA1,TERA1_TESTIS,,,Male,ATCC,,,,,,,,Embryonal,Metastasis,Embryonal Cancer,Carcinoma,47,,,embryo,embryo_carcinoma,,
ACH-001672,Tera-2,TERA2,TERA2_TESTIS,,,Male,ATCC,,,,,,,,lung,Metastasis,Embryonal Cancer,Carcinoma,22,SIDM01142,,embryo,embryo_carcinoma,,
ACH-001673,TFK-1,TFK1,TFK1_BILIARY_TRACT,,,Male,DSMZ,2.0,-5.4612915298359095,Adherent,RPMI 1640 + 10% FBS,90.9,CVCL_2214,,biliary_tract,Primary,Bile Duct Cancer,"Cholangiocarcinoma, extrahepatic",63,,,bile_duct,cholangiocarcinoma,extrahepatic,
ACH-001674,TGW,TGW,TGW_AUTONOMIC_GANGLIA,,910780.0,Male,JCRB,2.0,-4.285166575183192,Adherent,EMEM + 10% FBS,89.4,CVCL_1771,1752.0,autonomic_ganglia,Primary,Neuroblastoma,,,SIDM00324,,peripheral_nervous_system,neuroblastoma,,
ACH-001675,TR146,TR146,TR146_UPPER_AERODIGESTIVE_TRACT,,,Female,Sigma-Aldrich,2.0,-4.633867242624508,Adherent,Ham's F10 + 15% FBS + 2mM Glutamine,50.0,,,lymph_node,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,,,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-001676,Ty-82,TY82,TY82_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,JCRB,,,,,,,,Thymus,Primary,Thymic Cancer,"Carcinoma, anaplastic",22,,,thymus,thymic_carcinoma,anaplastic,
ACH-001677,U-2904,U2904,U2904_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,2.0,-2.135224138842603,Suspension,RPMI 1640 + 10% FBS,55.9,CVCL_X504,,pleural_effusion,Primary,Lymphoma,B-cell,59,,,lymphocyte,lymphoma_unspecified,b_cell,
ACH-001678,U-2940,U2940,U2940_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,DSMZ,,,,,,,,pleural_effusion,Primary,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),18,,,lymphocyte,non_hodgkin_lymphoma,DLBCL,
ACH-001679,U-2973,U2973,U2973_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,,,,,,,,haematopoietic_and_lymphoid_tissue,Primary,Lymphoma,B-cell,42,,,lymphocyte,lymphoma_unspecified,b_cell,
ACH-001680,U-698-M,U698M,U698M_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909777.0,Male,DSMZ,,,,,,CVCL_0017,548.0,upper_aerodigestive_tract,Metastasis,Lymphoma,Lymphoblastic Lymphoma,7,SIDM00424,,lymphocyte,non_hodgkin_lymphoma,lymphoblastic_lymphoma,
ACH-001681,UACC-1598,UACC1598,UACC1598_OVARY,,,Female,ATCC,,,,,,,,ovary,Primary,Ovarian Cancer,Cystadenocarcinoma,78,,,ovary,ovary_adenocarcinoma,,
ACH-001682,UACC-2087,UACC2087,UACC2087_BREAST,,,Female,ATCC,,,,,,,,breast,Primary,Breast Cancer,Adenocarcinoma,51,,,breast,breast_adenocarcinoma,,
ACH-001683,UACC-3133,UACC3133,UACC3133_BREAST,,,Female,ATCC,,,,,,,,breast,Primary,Breast Cancer,Carcinoma,52,,,breast,breast_carcinoma,,
ACH-001684,UCSD-AML1,UCSDAML1,UCSDAML1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,DSMZ,,,,,,,,bone_marrow,Metastasis,Leukemia,Acute Myelogenous Leukemia (AML),73,,,blood,AML,,
ACH-001685,U-HO1,UHO1,UHO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,1.0,-3.252044474831341,Suspension,"IMDM:RPMI 1640 (at 4:1) + 20% FBS, 2 mM L-glutamine",80.0,,,pleural_effusion,Primary,Lymphoma,Hodgkins,23,,,lymphocyte,hodgkin_lymphoma,,
ACH-001686,ULA,ULA,ULA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,,,,,,,,ascites,Primary,Lymphoma,B-cell,57,,,lymphocyte,lymphoma_unspecified,b_cell,
ACH-001687,UM-RC-3,UMRC3,UMRC3_KIDNEY,,,Unknown,Sigma-Aldrich,2.0,-3.644238627686679,Adherent,EMEM (EBSS) + 10% FBS + 2mM Glutamine + 1% Non Essential Amino Acids (NEAA),85.7,,,kidney,Primary,Kidney Cancer,Carcinoma,,,,kidney,,,
ACH-001688,UM-RC-7,UMRC7,UMRC7_KIDNEY,,,Male,Sigma-Aldrich,2.0,-2.672608990364199,Adherent,EMEM (EBSS) + 10% FBS + 2mM Glutamine + 1% Non Essential Amino Acids (NEAA),82.0,,,kidney,Primary,Kidney Cancer,Carcinoma,,,,kidney,,,
ACH-001689,UOC-M1,UOCM1,UOCM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,,,,,,,,bone_marrow,Metastasis,Leukemia,Acute Myelogenous Leukemia (AML),68,,,blood,AML,,
ACH-001690,UPCI-SCC-026,UPCISCC026,UPCISCC026_UPPER_AERODIGESTIVE_TRACT,,,Female,DSMZ,2.0,-4.930228427712151,Adherent,MEM (with Earle's salts) + 20% FBS + 2 mM L-glutamine + non-essential amino acids,93.9,,,upper_aerodigestive_tract,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,82,,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-001691,UPCI-SCC-029A,UPCISCC029A,UPCISCC029A_UPPER_AERODIGESTIVE_TRACT,,,Male,DSMZ,,,,,,,,upper_aerodigestive_tract,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,84,,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-001692,UPCI-SCC-040,UPCISCC040,UPCISCC040_UPPER_AERODIGESTIVE_TRACT,,,Male,DSMZ,2.0,-4.721626775102861,Adherent,MEM (with Earle's salts) + 10-20% FBS + 2 mM L-glutamine + non-essential amino acids,94.6,,,upper_aerodigestive_tract,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,50,,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-001693,UPCI-SCC-072,UPCISCC072,UPCISCC072_UPPER_AERODIGESTIVE_TRACT,,,Female,DSMZ,,,,,,,,upper_aerodigestive_tract,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,61,,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-001694,UPCI-SCC-074,UPCISCC074,UPCISCC074_UPPER_AERODIGESTIVE_TRACT,,,Female,DSMZ,2.0,-4.89109503644265,Adherent,MEM (with Earle's salts) + 10-20% FBS + 2 mM L-glutamine + non-essential amino acids,88.0,,,upper_aerodigestive_tract,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,51,,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-001695,UPCI-SCC-099,UPCISCC099,UPCISCC099_UPPER_AERODIGESTIVE_TRACT,,,Male,DSMZ,,,,,,,,upper_aerodigestive_tract,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,52,,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-001696,UPCI-SCC-111,UPCISCC111,UPCISCC111_UPPER_AERODIGESTIVE_TRACT,,,Female,DSMZ,2.0,-5.810761480533287,Adherent,MEM (with Earle's salts) + 20% FBS + 2 mM L-glutamine + non-essential amino acids,92.0,,,upper_aerodigestive_tract,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,69,,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-001697,UPCI-SCC-114,UPCISCC114,UPCISCC114_UPPER_AERODIGESTIVE_TRACT,,,Male,DSMZ,,,,,,,,upper_aerodigestive_tract,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,71,,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-001698,UPCI-SCC-116,UPCISCC116,UPCISCC116_UPPER_AERODIGESTIVE_TRACT,,,Male,DSMZ,2.0,-4.3196401356186245,Adherent,MEM (with Earle's salts) + 10-20% FBS + 2 mM L-glutamine + non-essential amino acids,84.7,,,upper_aerodigestive_tract,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,47,,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-001699,UPCI-SCC-131,UPCISCC131,UPCISCC131_UPPER_AERODIGESTIVE_TRACT,,,Male,DSMZ,1.0,-3.953789568052514,Adherent,MEM (with Earle's salts) + 10% FBS + 2 mM L-glutamine + non-essential amino acids,89.0,,,upper_aerodigestive_tract,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,73,,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-001700,UPCI-SCC-172,UPCISCC172,UPCISCC172_UPPER_AERODIGESTIVE_TRACT,,,Male,DSMZ,,,,,,,,upper_aerodigestive_tract,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,68,,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-001701,UPCI-SCC-200,UPCISCC200,UPCISCC200_UPPER_AERODIGESTIVE_TRACT,,,Male,DSMZ,2.0,-2.352515059439059,Adherent,MEM (with Earle's salts) + 20% FBS + 2 mM L-glutamine + non-essential amino acids,92.0,,,upper_aerodigestive_tract,Primary,Head and Neck Cancer,Squamous Cell Carcinoma,74,,,upper_aerodigestive,upper_aerodigestive_squamous,,
ACH-001702,VA-ES-BJ,VAESBJ,VAESBJ_SOFT_TISSUE,,688121.0,Male,ATCC,2.0,-3.192914874731496,Adherent,DMEM + 10% FBS + 4.5 g/L glucose and 0.1 mM non-essential amino acids,94.1,CVCL_1785,1004.0,bone_marrow,Metastasis,Sarcoma,Epithelioid,41,SIDM01179,,soft_tissue,epithelioid_sarcoma,,
ACH-001703,VAL,VAL,VAL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331048.0,Female,DSMZ,,,,,,CVCL_1819,2221.0,bone_marrow,Metastasis,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),50,SIDM00416,,lymphocyte,non_hodgkin_lymphoma,DLBCL,
ACH-001704,VMRC-MELG,VMRCMELG,VMRCMELG_SKIN,,930301.0,Male,JCRB,,,,,,CVCL_1789,158.0,Colon,Primary,Skin Cancer,Melanoma,,SIDM00319,,skin,melanoma,,
